label	location
N398|732|82.429639	STR
N399|732|63.912598	STR
N400|2857|83.768039	GDN
N401|3004|69.424321	PTY
N402|1000|81.497327	MLM
N403|803|83.150179	LIR
N404|989|67.208892	CTM
N405|2274|82.812538	ICT
N406|2274|83.012982	ICT
N407|2274|83.721575	ICT
N408|2623|68.418038	YLW
N409|992|44.934244	CME
N410|990|75.236632	CJS
N411|2272|82.165478	SAN
N412|1017|71.883496	MZT
N413|1714|61.275737	CCS
N414|2204|76.053266	ATL
N415|2682|72.259132	YYZ
N416|2682|63.977375	YYZ
N417|2217|68.876038	ORD
N418|2479|65.073684	CMH
N419|2334|81.366979	IAH
N420|915|83.340943	ATH
N421|1603|83.949612	BNE
N422|1603|78.953575	BNE
N423|2229|82.663001	ILM
N424|2175|83.398723	IND
N425|2299|69.656574	PDX
N426|3141|82.069189	NGO
N427|1034|52.878014	TIJ
N428|837|60.30303	AMS
N429|2343|80.443393	GEG
N430|802|80.595051	SJO
N431|1032|64.152769	MTY
N432|1018|77.562839	BJX
N433|1018|60.910818	BJX
N434|1029|80.22141	DGO
N435|3093|74.677975	MXP
N436|1560|64.268819	GUA
N437|2874|69.957454	MAD
N438|2874|65.967931	MAD
N439|2639|82.344781	YYT
N440|2437|80.160778	ORF
N441|2437|83.716021	ORF
N442|2206|80.757252	GRB
N443|2441|73.592415	PHX
N444|2288|83.2816	MKE
N445|2265|83.578663	LEX
N446|244|65.64325	ASU
N447|789|80.030949	MAN
N448|2884|81.598574	BCN
N449|2224|79.219658	BNA
N450|2224|82.163228	BNA
N451|2458|82.374628	BIS
N452|2458|80.315067	BIS
N453|2458|81.160205	BIS
N454|2304|82.911458	RSW
N455|1984|83.832962	FLN
N456|1984|83.333301	FLN
N457|2506|83.956958	GSP
N458|2465|74.846426	MCI
N459|2190|75.438134	STL
N460|2701|82.235265	YHZ
N461|2701|80.724066	YHZ
N462|2242|81.946218	PWM
N463|720|76.071823	BRU
N464|720|77.283713	BRU
N465|90|83.632316	VVI
N466|90|83.216769	VVI
N467|90|83.5708	VVI
N468|2257|77.684742	RDU
N469|2257|81.13381	RDU
N470|1201|74.071296	SDQ
N471|1201|82.448617	SDQ
N472|1201|81.438168	SDQ
N473|1201|79.161395	SDQ
N474|2333|82.552051	SYR
N475|2429|70.604567	SEA
N476|2429|76.179495	SEA
N477|2270|83.059179	SGF
N478|2270|82.746708	SGF
N479|791|78.96696	LHR
N480|2303|79.564795	SLC
N481|2194|83.048234	LIT
N482|2432|79.679841	PHL
N483|2432|75.086275	PHL
N484|2532|75.120352	MCO
N485|2398|81.361808	BDL
N486|1035|78.414419	CUU
N487|1377|78.497563	BOG
N488|1377|82.293149	BOG
N489|602|82.63461	KLO
N490|1027|73.485519	MXL
N491|2042|68.975714	GRU
N492|1024|35.322397	MEX
N493|1028|82.770667	CEN
N494|2368|83.177908	AMA
N495|2368|83.396268	AMA
N496|2368|83.675766	AMA
N497|2061|83.446791	GRR
N498|983|79.612503	HMO
N499|733|57.59728	FRA
intNode1	ICT
intNode2	FSM
intNode3	FSM
intNode4	FSM
intNode5	SPS
intNode6	SPS
intNode7	MTY
intNode8	SPS
intNode9	YYZ
intNode10	SPS
intNode11	SPS
intNode12	SPS
intNode13	SPS
intNode14	MOB
intNode15	PGA
intNode16	SPS
intNode17	SPS
intNode18	SPS
intNode19	SPS
intNode20	AMA
intNode21	SPS
intNode22	BLV
intNode23	BLV
intNode24	BLV
intNode25	BLV
intNode26	BLV
intNode27	SHD
intNode28	STL
intNode29	STL
intNode30	ORF
intNode31	VVI
intNode32	SLC
intNode33	BLV
intNode34	BNA
intNode35	BLV
intNode36	YYT
intNode37	YYT
intNode38	YYT
intNode39	BRU
intNode40	RDU
intNode41	DRT
intNode42	FSM
intNode43	ARA
intNode44	ARA
intNode45	FSM
intNode46	SAV
intNode47	DAB
intNode48	BOG
intNode49	DAB
intNode50	FSM
intNode51	FSM
intNode52	FSM
intNode53	FSM
intNode54	BDA
intNode55	STR
intNode56	CVN
intNode57	CVN
intNode58	CJS
